id,datetime,sentiment,text,tokens...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817701436096126000,7/01/2017 11:56,0.219166667,Intelligence stated very strongly there was absolutely no evidence that hacking affected the election results. Voting machines not touched!,intelligence,stated,very,strongly,there,was,absolutely,no,evidence,that,hacking,affected,the,election,results,voting,machines,not,touched,,,,,,,,,,,
817703208567078000,7/01/2017 12:03,-0.1,Only reason the hacking of the poorly defended DNC is discussed is that the loss by the Dems was so big that they are totally embarrassed!,only,reason,the,hacking,of,the,poorly,defended,dnc,is,discussed,is,that,the,loss,by,the,dems,was,so,big,that,they,are,totally,embarrassed,,,,
817748207694467000,7/01/2017 15:02,0.0125,"""Having a good relationship with Russia is a good thing, not a bad thing. Only """"stupid"""" people, or fools, would think that it is bad! We.....""",having,a,good,relationship,with,russia,is,a,good,thing,not,a,bad,thing,only,stupid,people,or,fools,would,think,that,it,is,bad,we,,,,
817750330196819000,7/01/2017 15:10,0.2,"have enough problems around the world without yet another one. When I am President, Russia will respect us far more than they do now and....",have,enough,problems,around,the,world,without,yet,another,one,when,i,am,president,russia,will,respect,us,far,more,than,they,do,now,and,,,,,
817753083707015000,7/01/2017 15:21,0.75,"both countries will, perhaps, work together to solve some of the many great and pressing problems and issues of the WORLD!",both,countries,will,perhaps,work,together,to,solve,some,of,the,many,great,and,pressing,problems,and,issues,of,the,world,,,,,,,,,
817882028272128000,7/01/2017 23:54,0.281944444,"Congratulation to Jane Timken on her major upset victory in becoming the Ohio Republican Party Chair. Jane is a loyal Trump supporter &amp, star",congratulation,to,jane,timken,on,her,major,upset,victory,in,becoming,the,ohio,republican,party,chair,jane,is,a,loyal,trump,supporter,&,star,,,,,,
817915516018892000,8/01/2017 2:07,0.420178571,"I look very much forward to meeting Prime Minister Theresa May in Washington in the Spring. Britain, a longtime U.S. ally, is very special!",i,look,very,much,forward,to,meeting,prime,minister,theresa,may,in,washington,in,the,spring,britain,a,longtime,us,ally,is,very,special,,,,,,
818134360712953000,8/01/2017 16:36,0.8875,"""""""@KellyannePolls: Welcome to President and Mrs. Bush.  https://t.co/I1K4nj1gVu"""" Very nice!""",@kellyannepolls,welcome,to,president,and,mrs,bush,http://...,very,nice,,,,,,,,,,,,,,,,,,,,
818134981344165000,8/01/2017 16:39,0.214285714,"""""""@FoxNews: """"We certainly don’t want intelligence interfering with politics and we don’t want politics interfe... https://t.co/bwDjEg1d7S""""""",@foxnews,we,certainly,dont,want,intelligence,interfering,with,politics,and,we,dont,want,politics,interfe,http://...,,,,,,,,,,,,,,
818136714396975000,8/01/2017 16:46,-0.65,Kellyanne Conway went to @MeetThePress this morning for an interview with @chucktodd. Dishonest media cut out 9 of her 10 minutes. Terrible!,kellyanne,conway,went,to,@meetthepress,this,morning,for,an,interview,with,@chucktodd,dishonest,media,cut,out,9,of,her,10,minutes,terrible,,,,,,,,
818169485169410000,8/01/2017 18:56,-0.128333333,"Before I, or anyone, saw the classified and/or highly confidential hacking intelligence report, it was leaked out to @NBCNews. So serious!",before,i,or,anyone,saw,the,classified,andor,highly,confidential,hacking,intelligence,report,it,was,leaked,out,to,@nbcnews,so,serious,,,,,,,,,
818307689323368000,9/01/2017 4:05,-0.046527778,Dishonest media says Mexico won't be paying for the wall if they pay a little later so the wall can be built more quickly. Media is fake!,dishonest,media,says,mexico,wont,be,paying,for,the,wall,if,they,pay,a,little,later,so,the,wall,can,be,built,more,quickly,media,is,fake,,,
818416446527172000,9/01/2017 11:17,0.81875,Rupert Murdoch is a great guy who likes me much better as a very successful candidate than he ever did as a very successful developer!,rupert,murdoch,is,a,great,guy,who,likes,me,much,better,as,a,very,successful,candidate,than,he,ever,did,as,a,very,successful,developer,,,,,
818419002548568000,9/01/2017 11:27,0.266666667,"Meryl Streep, one of the most over-rated actresses in Hollywood, doesn't know me but attacked last night at the Golden Globes. She is a.....",meryl,streep,one,of,the,most,over-rated,actresses,in,hollywood,doesnt,know,me,but,attacked,last,night,at,the,golden,globes,she,is,a,,,,,,
818421066859167000,9/01/2017 11:36,-0.066666667,"""Hillary flunky who lost big. For the 100th time, I never """"mocked"""" a disabled reporter (would never do that) but simply showed him.......""",hillary,flunky,who,lost,big,for,the,100th,time,i,never,mocked,a,disabled,reporter,would,never,do,that,but,simply,showed,him,,,,,,,
818422930157830000,9/01/2017 11:43,-0.1175,"""""""groveling"""" when he totally changed a 16 year old story that he had written in order to make me look bad. Just more very dishonest media!""",groveling,when,he,totally,changed,a,16,year,old,story,that,he,had,written,in,order,to,make,me,look,bad,just,more,very,dishonest,media,,,,
818460862675558000,9/01/2017 14:14,0,"It's finally happening - Fiat Chrysler just announced plans to invest $1BILLION in Michigan and Ohio plants, adding 2000 jobs. This after...",its,finally,happening,-,fiat,chrysler,just,announced,plans,to,invest,1billion,in,michigan,and,ohio,plants,adding,2000,jobs,this,after,,,,,,,,
818461467766824000,9/01/2017 14:16,0,"Ford said last week that it will expand in Michigan and U.S. instead of building a BILLION dollar plant in Mexico. Thank you Ford &amp, Fiat C!",ford,said,last,week,that,it,will,expand,in,michigan,and,us,instead,of,building,a,billion,dollar,plant,in,mexico,thank,you,ford,&,fiat,c,,,
818586286034485000,9/01/2017 22:32,0.1,An old picture with Nancy and Ronald Reagan. https://t.co/8kvQ1PzPAf,an,old,picture,with,nancy,and,ronald,reagan,http://...,,,,,,,,,,,,,,,,,,,,,
818643528905621000,10/01/2017 2:20,0,"Thank you to all of the men and women who protect &amp, serve our communities 24/7/365! #LawEnforcementAppreciationDay... https://t.co/aqUbDipSgv",thank,you,to,all,of,the,men,and,women,who,protect,&,serve,our,communities,247365,#lawenforcementappreciationday,http://...,,,,,,,,,,,,
818841421364989000,10/01/2017 15:26,0.5,'U.S. Small-Business Optimism Index Surges by Most Since 1980'https://t.co/X22x1BttdG,us,small-business,optimism,index,surges,by,most,since,1980,http://...,,,,,,,,,,,,,,,,,,,,
818922995980845000,10/01/2017 20:50,-0.25,'Small business optimism soars after Trump election' https://t.co/WjBaTp824U,small,business,optimism,soars,after,trump,election,http://...,,,,,,,,,,,,,,,,,,,,,,
818948254943604000,10/01/2017 22:30,-0.045,'Trump Helps Lift Small Business Confidence to 12-Yr. High'https://t.co/MhbABREhzt https://t.co/CWAvJ4fRdx,trump,helps,lift,small,business,confidence,to,12-yr,high,http://...,http://...,,,,,,,,,,,,,,,,,,,
818990655418617000,11/01/2017 1:19,-0.166666667,FAKE NEWS - A TOTAL POLITICAL WITCH HUNT!,fake,news,-,a,total,political,witch,hunt,,,,,,,,,,,,,,,,,,,,,,
819000924207251000,11/01/2017 2:00,0,'BuzzFeed Runs Unverifiable Trump-Russia Claims' #FakeNews https://t.co/d6daCFZHNh,buzzfeed,runs,unverifiable,trump-russia,claims,#fakenews,http://...,,,,,,,,,,,,,,,,,,,,,,,
819155311793700000,11/01/2017 12:13,-0.1425,"""Russia just said the unverified report paid for by political opponents is """"A COMPLETE AND TOTAL FABRICATION, UTTER NONSENSE."""" Very unfair!""",russia,just,said,the,unverified,report,paid,for,by,political,opponents,is,a,complete,and,total,fabrication,utter,nonsense,very,unfair,,,,,,,,,
819159806489591000,11/01/2017 12:31,0,"Russia has never tried to use leverage over me. I HAVE NOTHING TO DO WITH RUSSIA - NO DEALS, NO LOANS, NO NOTHING!",russia,has,never,tried,to,use,leverage,over,me,i,have,nothing,to,do,with,russia,-,no,deals,no,loans,no,nothing,,,,,,,
819162968592183000,11/01/2017 12:44,0.095,"""I win an election easily, a great """"movement"""" is verified, and crooked opponents try to belittle our victory with FAKE NEWS. A sorry state!""",i,win,an,election,easily,a,great,movement,is,verified,and,crooked,opponents,try,to,belittle,our,victory,with,fake,news,a,sorry,state,,,,,,
819164172781060000,11/01/2017 12:48,-0.166666667,"""Intelligence agencies should never have allowed this fake news to """"leak"""" into the public. One last shot at me.Are we living in Nazi Germany?""",intelligence,agencies,should,never,have,allowed,this,fake,news,to,leak,into,the,public,one,last,shot,at,meare,we,living,in,nazi,germany,,,,,,
819393877174087000,12/01/2017 4:01,0.15,We had a great News Conference at Trump Tower today. A couple of FAKE NEWS organizations were there but the people truly get what's going on,we,had,a,great,news,conference,at,trump,tower,today,a,couple,of,fake,news,organizations,were,there,but,the,people,truly,get,whats,going,on,,,,
819399723924803000,12/01/2017 4:24,0.625,"""""""@zhu_amy3: @realDonaldTrump It's Morning in America again!!!  ☀️☀️☀️Thank you President-Elect Donald Trump!!! So proud of you!!!!"""" THANKS!""",@zhuamy3,@realdonaldtrump,its,morning,in,america,again,☀️☀️☀️thank,you,president-elect,donald,trump,so,proud,of,you,thanks,,,,,,,,,,,,,
819520238446411000,12/01/2017 12:23,-0.591666667,"James Clapper called me yesterday to denounce the false and fictitious report that was illegally circulated. Made up, phony facts.Too bad!",james,clapper,called,me,yesterday,to,denounce,the,FALSE,and,fictitious,report,that,was,illegally,circulated,made,up,phony,factstoo,bad,,,,,,,,,
819541997325316000,12/01/2017 13:50,0.65,Thank you to Linda Bean of L.L.Bean for your great support and courage. People will support you even more now. Buy L.L.Bean. @LBPerfectMaine,thank,you,to,linda,bean,of,llbean,for,your,great,support,and,courage,people,will,support,you,even,more,now,buy,llbean,@lbperfectmaine,,,,,,,
819550083742109000,12/01/2017 14:22,-0.3125,.@CNN is in a total meltdown with their FAKE NEWS because their ratings are tanking since election and their credibility will soon be gone!,@cnn,is,in,a,total,meltdown,with,their,fake,news,because,their,ratings,are,tanking,since,election,and,their,credibility,will,soon,be,gone,,,,,,
819600124133474000,12/01/2017 17:41,0.3125,Congrats to the Senate for taking the first step to #RepealObamacare- now it's onto the House!,congrats,to,the,senate,for,taking,the,first,step,to,#repealobamacare-,now,its,onto,the,house,,,,,,,,,,,,,,
819858926455967000,13/01/2017 10:49,0.75,"All of my Cabinet nominee are looking good and doing a great job. I want them to be themselves and express their own thoughts, not mine!",all,of,my,cabinet,nominee,are,looking,good,and,doing,a,great,job,i,want,them,to,be,themselves,and,express,their,own,thoughts,not,mine,,,,
819863039902097000,13/01/2017 11:05,-0.366666667,It now turns out that the phony allegations against me were put together by my political opponents and a failed spy afraid of being sued....,it,now,turns,out,that,the,phony,allegations,against,me,were,put,together,by,my,political,opponents,and,a,failed,spy,afraid,of,being,sued,,,,,
819864373988573000,13/01/2017 11:11,-0.208333333,"Totally made up facts by sleazebag political operatives, both Democrats and Republicans - FAKE NEWS! Russia says nothing exists. Probably...",totally,made,up,facts,by,sleazebag,political,operatives,both,democrats,and,republicans,-,fake,news,russia,says,nothing,exists,probably,,,,,,,,,,
819865802849587000,13/01/2017 11:16,0.4375,"""released by """"Intelligence"""" even knowing there is no proof, and never will be. My people will have a full report on hacking within 90 days!""",released,by,intelligence,even,knowing,there,is,no,proof,and,never,will,be,my,people,will,have,a,full,report,on,hacking,within,90,days,,,,,
819867246352801000,13/01/2017 11:22,0,What are Hillary Clinton's people complaining about with respect to the F.B.I. Based on the information they had she should never.....,what,are,hillary,clintons,people,complaining,about,with,respect,to,the,fbi,based,on,the,information,they,had,she,should,never,,,,,,,,,
819868066364461000,13/01/2017 11:25,-0.115,have been allowed to run - guilty as hell. They were VERY nice to her. She lost because she campaigned in the wrong states - no enthusiasm!,have,been,allowed,to,run,-,guilty,as,hell,they,were,very,nice,to,her,she,lost,because,she,campaigned,in,the,wrong,states,-,no,enthusiasm,,,
819869953692155000,13/01/2017 11:33,0,"""The """"Unaffordable"""" Care Act will soon be history!""",the,unaffordable,care,act,will,soon,be,history,,,,,,,,,,,,,,,,,,,,,,
819962894616064000,13/01/2017 17:42,0.2875,"A beautiful funeral today for a real NYC hero, Detective Steven McDonald. Our law enforcement community has my complete and total support.",a,beautiful,funeral,today,for,a,real,nyc,hero,detective,steven,mcdonald,our,law,enforcement,community,has,my,complete,and,total,support,,,,,,,,
820251730407473000,14/01/2017 12:50,-0.25,"Congressman John Lewis should spend more time on fixing and helping his district, which is in horrible shape and falling apart (not to......",congressman,john,lewis,should,spend,more,time,on,fixing,and,helping,his,district,which,is,in,horrible,shape,and,falling,apart,not,to,,,,,,,
820255947956383000,14/01/2017 13:07,-0.358333333,"mention crime infested) rather than falsely complaining about the election results. All talk, talk, talk - no action or results. Sad!",mention,crime,infested,rather,than,falsely,complaining,about,the,election,results,all,talk,talk,talk,-,no,action,or,results,sad,,,,,,,,,
820257714362314000,14/01/2017 13:14,0.125,"""INTELLIGENCE INSIDERS NOW CLAIM THE TRUMP DOSSIER IS """"A COMPLETE FRAUD!""""  @OANN""",intelligence,insiders,now,claim,the,trump,dossier,is,a,complete,fraud,@oann,,,,,,,,,,,,,,,,,,
820425770925338000,15/01/2017 0:22,0,Congressman John Lewis should finally focus on the burning and crime infested inner-cities of the U.S. I can use all the help I can get!,congressman,john,lewis,should,finally,focus,on,the,burning,and,crime,infested,inner-cities,of,the,us,i,can,use,all,the,help,i,can,get,,,,,
820450166331346000,15/01/2017 1:58,0.06875,"Inauguration Day is turning out to be even bigger than expected. January 20th, Washington D.C. Have fun!",inauguration,day,is,turning,out,to,be,even,bigger,than,expected,january,20th,washington,dc,have,fun,,,,,,,,,,,,,
820631495660408000,15/01/2017 13:59,0.125,"The Democrats are most angry that so many Obama Democrats voted for me. With all of the jobs I am bringing back to our Nation, that number..",the,democrats,are,most,angry,that,so,many,obama,democrats,voted,for,me,with,all,of,the,jobs,i,am,bringing,back,to,our,nation,that,number,,,
820632299037409000,15/01/2017 14:02,0.416666667,"will only get higher. Car companies and others, if they want to do business in our country, have to start making things here again. WIN!",will,only,get,higher,car,companies,and,others,if,they,want,to,do,business,in,our,country,have,to,start,making,things,here,again,win,,,,,
820707210565132000,15/01/2017 19:00,0.125,"For many years our country has been divided, angry and untrusting. Many say it will never change, the hatred is too deep. IT WILL CHANGE!!!!",for,many,years,our,country,has,been,divided,angry,and,untrusting,many,say,it,will,never,change,the,hatred,is,too,deep,it,will,change,,,,,
820723387995717000,15/01/2017 20:04,-0.107142857,"""Thank you to Bob Woodward who said, """"That is a garbage document...it never should have been presented...Trump's right to be upset (angry)...""",thank,you,to,bob,woodward,who,said,that,is,a,garbage,documentit,never,should,have,been,presentedtrumps,right,to,be,upset,angry,,,,,,,,
